Date,PetrolPrice,Price Date,Sl no.,District Name_x,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,District Name_y
28-02-2021,83.6,28-02-2021,,,,,,,,,,36,24,0,11.4,8,90,7:53 PM,7:52 AM,7:02 AM,6:42 PM,11,30,30,30,17,2,35,0,1010,36,10,304,12,Ahmedabad
01-03-2021,88.29,01-03-2021,,,,,,,,,,37,24,0,11.4,8,83,8:55 PM,8:31 AM,7:01 AM,6:43 PM,1,31,31,30,21,0,20,0,1012,37,10,311,13,Ahmedabad
02-03-2021,88.29,02-03-2021,49359,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1600,1755,1700,40,22,0,11.4,8,76,9:57 PM,9:11 AM,7:00 AM,6:43 PM,-7,32,32,31,17,0,10,0,1013,40,10,179,10,Ahmedabad
03-03-2021,88.29,03-03-2021,38547,Gandhinagar,Dehgam,Wheat,Other,FAQ,1740,1890,1815,39,23,0,11.6,8,69,11:00 PM,9:51 AM,6:59 AM,6:44 PM,-7,31,31,31,21,0,9,0,1012,39,10,212,12,Ahmedabad
04-03-2021,88.29,04-03-2021,41860,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1600,1800,1700,38,24,0,11.6,8,63,No moonrise,10:34 AM,6:59 AM,6:44 PM,-6,30,30,31,16,0,9,0,1011,38,10,317,10,Ahmedabad
05-03-2021,88.29,05-03-2021,38513,Gandhinagar,Dehgam,Wheat,Other,FAQ,1645,1695,1670,41,26,0,11.6,9,56,12:04 AM,11:20 AM,6:58 AM,6:44 PM,6,34,34,33,12,0,21,0,1012,41,10,221,8,Ahmedabad
06-03-2021,88.29,06-03-2021,34288,Banaskanth,Deesa,Wheat,Other,FAQ,1625,2155,1850,39,26,0,11.6,8,49,1:08 AM,12:10 PM,6:57 AM,6:45 PM,4,32,32,32,16,0,17,0,1012,39,10,309,11,Ahmedabad
07-03-2021,88.29,07-03-2021,53308,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1525,1655,1625,38,25,0,11.6,8,42,2:11 AM,1:05 PM,6:56 AM,6:45 PM,8,31,31,31,19,0,29,0,1010,38,10,261,13,Ahmedabad
08-03-2021,88.29,08-03-2021,17270,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1700,1850,1775,38,24,0,11.6,8,36,3:12 AM,2:04 PM,6:55 AM,6:46 PM,10,32,32,31,18,0,37,0,1011,38,10,292,12,Ahmedabad
09-03-2021,88.29,09-03-2021,8790,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1825,1940,1882,38,25,0,11.6,8,29,4:07 AM,3:04 PM,6:54 AM,6:46 PM,6,30,30,31,19,1,24,0,1012,38,10,270,12,Ahmedabad
10-03-2021,88.29,10-03-2021,,,,,,,,,,39,25,0,11.6,8,22,4:57 AM,4:03 PM,6:53 AM,6:47 PM,6,31,31,31,16,0,23,0,1011,39,10,300,11,Ahmedabad
11-03-2021,88.29,11-03-2021,26504,Dahod,Dahod,Wheat,147 Average,FAQ,2100,2200,2150,38,24,0,11.6,8,15,5:42 AM,5:01 PM,6:52 AM,6:47 PM,7,31,31,31,16,2,25,0,1011,38,10,282,11,Ahmedabad
12-03-2021,88.29,12-03-2021,13,Banaskanth,Amirgadh,Wheat,147 Average,FAQ,2145,2200,2175,36,23,0,11.6,8,9,6:21 AM,5:57 PM,6:51 AM,6:47 PM,7,30,30,30,21,2,30,0,1013,36,10,315,14,Ahmedabad
13-03-2021,88.29,13-03-2021,8882,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1600,1630,1615,41,24,0,11.6,8,2,6:57 AM,6:50 PM,6:50 AM,6:48 PM,3,33,33,32,14,1,19,0,1013,41,10,216,9,Ahmedabad
14-03-2021,88.29,14-03-2021,,,,,,,,,,41,25,0,11.6,8,5,7:31 AM,7:42 PM,6:49 AM,6:48 PM,1,33,33,33,23,1,15,0,1011,41,10,242,14,Ahmedabad
15-03-2021,88.29,15-03-2021,13941,Jamnagar,Bhanvad,Wheat,Lokwan,FAQ,1350,1500,1450,41,26,0,11.6,9,12,8:03 AM,8:32 PM,6:48 AM,6:49 PM,-1,34,34,34,20,0,13,0,1009,41,10,244,12,Ahmedabad
16-03-2021,88.29,16-03-2021,26823,Dahod,Dahod,Wheat,147 Average,FAQ,1875,2076,1965,43,26,0,11.6,9,19,8:35 AM,9:23 PM,6:47 AM,6:49 PM,0,35,35,35,20,0,13,0,1009,43,10,210,11,Ahmedabad
17-03-2021,88.29,17-03-2021,11582,Mehsana,Becharaji,Wheat,Other,FAQ,1605,1660,1632,42,26,0,11.6,9,25,9:08 AM,10:13 PM,6:46 AM,6:49 PM,1,34,34,34,21,3,15,0,1008,42,10,260,12,Ahmedabad
18-03-2021,88.29,18-03-2021,26818,Dahod,Dahod,Wheat,Lokwan,FAQ,1875,2083,1950,39,26,0,11.6,7,32,9:43 AM,11:05 PM,6:45 AM,6:50 PM,2,32,32,32,22,20,17,0,1008,39,10,302,14,Ahmedabad
19-03-2021,88.29,19-03-2021,38534,Gandhinagar,Dehgam,Wheat,Other,FAQ,1700,2185,1942,39,25,0,11.6,7,39,10:20 AM,11:58 PM,6:45 AM,6:50 PM,7,32,32,32,14,12,23,0.1,1009,39,10,284,9,Ahmedabad
20-03-2021,88.29,20-03-2021,11579,Mehsana,Becharaji,Wheat,Other,FAQ,1650,1725,1687,42,26,0,11.6,9,46,11:01 AM,No moonset,6:44 AM,6:51 PM,5,34,34,34,7,1,19,0,1009,42,10,272,5,Ahmedabad
21-03-2021,88.29,21-03-2021,60141,Panchmahals,Godhra(Timbaroad),Wheat,MP Lokwan,FAQ,1650,1700,1670,42,28,0,11.6,9,52,11:46 AM,12:51 AM,6:43 AM,6:51 PM,7,36,36,35,9,0,21,0,1007,42,10,248,7,Ahmedabad
22-03-2021,88.29,22-03-2021,26813,Dahod,Dahod,Wheat,Lokwan,FAQ,1850,1995,1925,41,26,0,11.6,9,59,12:36 PM,1:45 AM,6:42 AM,6:51 PM,7,34,34,34,15,0,23,0,1009,41,10,235,10,Ahmedabad
23-03-2021,88.29,23-03-2021,60139,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1600,1680,1650,39,25,0,11.6,8,66,1:31 PM,2:37 AM,6:41 AM,6:52 PM,10,32,32,32,21,1,31,0,1011,39,10,310,14,Ahmedabad
24-03-2021,88.29,24-03-2021,14243,Bhavnagar,Bhavnagar,Wheat,Local,FAQ,1750,2165,1955,41,26,0,11.6,8,73,2:29 PM,3:28 AM,6:40 AM,6:52 PM,-3,33,33,33,18,0,12,0,1011,41,10,287,12,Ahmedabad
25-03-2021,88.29,25-03-2021,60137,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1650,1670,1660,42,25,0,11.6,9,80,3:30 PM,4:15 AM,6:39 AM,6:52 PM,-6,34,34,34,21,0,8,0,1011,42,10,118,12,Ahmedabad
26-03-2021,88.29,26-03-2021,38528,Gandhinagar,Dehgam,Wheat,Other,FAQ,1690,1945,1817,43,26,0,11.6,9,86,4:31 PM,5:01 AM,6:38 AM,6:53 PM,-4,36,36,35,23,0,10,0,1010,43,10,158,14,Ahmedabad
27-03-2021,88.29,27-03-2021,49316,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1650,1875,1720,44,28,0,11.6,9,93,5:34 PM,5:43 AM,6:37 AM,6:53 PM,-1,37,37,37,18,0,11,0,1007,44,10,315,11,Ahmedabad
28-03-2021,88.29,28-03-2021,,,,,,,,,,45,29,0,11.6,9,100,6:36 PM,6:23 AM,6:36 AM,6:54 PM,2,38,38,37,21,0,13,0,1005,45,10,306,14,Ahmedabad
29-03-2021,88.29,29-03-2021,,,,,,,,,,41,28,0,11.6,9,93,7:40 PM,7:04 AM,6:35 AM,6:54 PM,5,35,35,35,23,0,19,0,1006,41,10,287,15,Ahmedabad
30-03-2021,88.29,30-03-2021,26800,Dahod,Dahod,Wheat,147 Average,FAQ,1850,2000,1930,40,26,0,11.6,8,87,8:44 PM,7:45 AM,6:34 AM,6:54 PM,11,33,33,33,24,0,31,0,1005,40,10,279,17,Ahmedabad
31-03-2021,88.29,31-03-2021,17297,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1700,2050,1875,41,28,0,11.6,9,80,9:51 PM,8:27 AM,6:33 AM,6:55 PM,13,36,36,34,19,0,34,0,1004,41,10,254,15,Ahmedabad
01-04-2021,87.7,01-04-2021,34374,Banaskanth,Deesa,Wheat,Other,FAQ,1625,1780,1700,42,28,0,11.6,9,73,10:57 PM,9:14 AM,6:32 AM,6:55 PM,10,36,36,35,16,0,29,0,1003,42,10,257,11,Ahmedabad
02-04-2021,87.7,02-04-2021,61464,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,1580,1970,1850,43,27,0,11.6,9,66,No moonrise,10:04 AM,6:31 AM,6:55 PM,12,37,37,35,15,0,42,0,1004,43,10,213,10,Ahmedabad
03-04-2021,87.7,03-04-2021,2404,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1585,2210,1790,42,29,0,11.6,9,60,12:03 AM,10:59 AM,6:30 AM,6:56 PM,9,37,37,36,14,0,30,0,1005,42,10,224,10,Ahmedabad
04-04-2021,87.7,04-04-2021,60134,Panchmahals,Godhra(Timbaroad),Wheat,MP Lokwan,FAQ,1600,1650,1625,41,29,0,11.6,9,53,1:07 AM,11:58 AM,6:29 AM,6:56 PM,11,35,35,35,20,0,29,0,1007,41,10,252,14,Ahmedabad
05-04-2021,87.7,05-04-2021,41846,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1650,1700,1675,41,29,0,11.6,9,46,2:04 AM,12:58 PM,6:28 AM,6:57 PM,11,35,35,34,21,0,30,0,1008,41,10,285,15,Ahmedabad
06-04-2021,87.7,06-04-2021,26738,Dahod,Dahod,Wheat,Lokwan,FAQ,1900,2100,2000,41,29,0,11.6,9,39,2:56 AM,1:58 PM,6:27 AM,6:57 PM,9,34,34,34,20,0,25,0,1008,41,10,287,15,Ahmedabad
07-04-2021,87.7,07-04-2021,,,,,,,,,,39,28,0,11.6,8,32,3:42 AM,2:56 PM,6:26 AM,6:57 PM,9,33,33,33,22,0,28,0,1008,39,10,293,16,Ahmedabad
08-04-2021,87.7,08-04-2021,38441,Gandhinagar,Dehgam,Wheat,Other,FAQ,1705,1845,1775,42,28,0,11.6,9,26,4:22 AM,3:52 PM,6:25 AM,6:58 PM,6,35,35,35,17,1,23,0,1006,42,10,296,12,Ahmedabad
09-04-2021,87.7,09-04-2021,53266,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1700,1840,1760,41,28,0,11.6,9,19,4:59 AM,4:45 PM,6:24 AM,6:58 PM,8,34,34,34,18,0,24,0,1006,41,10,277,13,Ahmedabad
10-04-2021,87.7,10-04-2021,46786,Banaskanth,Dhanera,Wheat,Other,FAQ,1800,1910,1855,41,28,0,11.6,9,12,5:33 AM,5:37 PM,6:23 AM,6:58 PM,8,33,33,34,20,6,22,0,1008,41,10,293,14,Ahmedabad
11-04-2021,87.7,11-04-2021,,,,,,,,,,41,29,0,11.6,9,5,6:04 AM,6:27 PM,6:22 AM,6:59 PM,3,35,35,36,19,0,15,0,1009,41,10,295,14,Ahmedabad
12-04-2021,87.7,12-04-2021,16370,Junagarh,Bhesan,Wheat,Other,FAQ,1750,2050,1900,41,28,0,11.6,9,1,6:36 AM,7:17 PM,6:22 AM,6:59 PM,8,34,34,34,21,1,24,0,1010,41,10,288,15,Ahmedabad
13-04-2021,87.7,13-04-2021,41852,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1675,1875,1775,41,27,0,11.6,9,8,7:08 AM,8:07 PM,6:21 AM,7:00 PM,6,34,34,34,29,0,21,0,1010,41,10,300,19,Ahmedabad
14-04-2021,87.7,14-04-2021,26776,Dahod,Dahod,Wheat,147 Average,FAQ,1950,2125,2025,37,29,0,10.3,7,15,7:42 AM,8:59 PM,6:20 AM,7:00 PM,8,32,32,33,24,46,22,1,1009,37,10,235,17,Ahmedabad
15-04-2021,87.7,15-04-2021,46877,Banaskanth,Dhanera,Wheat,Other,FAQ,1550,2380,1965,39,27,0,11.6,8,22,8:18 AM,9:51 PM,6:19 AM,7:00 PM,9,34,34,33,22,4,25,0,1009,39,10,273,15,Ahmedabad
16-04-2021,87.7,16-04-2021,41850,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1675,1850,1762,40,27,0,11.6,9,29,8:57 AM,10:44 PM,6:18 AM,7:01 PM,11,34,34,33,22,4,32,0,1008,40,10,264,16,Ahmedabad
17-04-2021,87.7,17-04-2021,36439,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1580,1750,1650,39,28,0,11.6,9,35,9:41 AM,11:38 PM,6:17 AM,7:01 PM,14,34,34,34,20,3,37,0,1009,39,10,281,15,Ahmedabad
18-04-2021,87.7,18-04-2021,,,,,,,,,,41,30,0,11.6,9,42,10:28 AM,No moonset,6:16 AM,7:02 PM,11,35,35,35,23,2,28,0,1009,41,10,295,17,Ahmedabad
19-04-2021,87.7,19-04-2021,11567,Mehsana,Becharaji,Wheat,Other,FAQ,1590,1755,1672,40,29,0,11.6,9,49,11:21 AM,12:30 AM,6:16 AM,7:02 PM,11,34,34,34,23,8,28,0,1007,40,10,289,17,Ahmedabad
20-04-2021,87.7,20-04-2021,11566,Mehsana,Becharaji,Wheat,Other,FAQ,1575,1700,1637,38,29,0,6.4,7,56,12:16 PM,1:20 AM,6:15 AM,7:02 PM,12,33,33,33,25,76,31,0,1007,38,10,285,19,Ahmedabad
21-04-2021,87.7,21-04-2021,,,,,,,,,,39,29,0,11.6,8,62,1:14 PM,2:08 AM,6:14 AM,7:03 PM,11,33,33,33,22,15,30,0,1008,39,10,285,16,Ahmedabad
22-04-2021,87.7,22-04-2021,26764,Dahod,Dahod,Wheat,147 Average,FAQ,1900,2000,1950,40,28,0,11.6,9,69,2:13 PM,2:53 AM,6:13 AM,7:03 PM,10,33,33,34,19,25,29,0,1009,40,10,280,13,Ahmedabad
23-04-2021,87.7,23-04-2021,53345,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1480,1700,1615,41,29,0,11.6,9,76,3:14 PM,3:35 AM,6:12 AM,7:04 PM,11,35,35,34,20,0,29,0,1007,41,10,257,15,Ahmedabad
24-04-2021,87.7,24-04-2021,53344,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1500,1715,1640,40,28,0,9,8,83,4:15 PM,4:15 AM,6:12 AM,7:04 PM,13,35,35,34,16,47,34,0,1008,40,10,258,12,Ahmedabad
25-04-2021,87.7,25-04-2021,,,,,,,,,,42,30,0,10.3,8,89,5:18 PM,4:54 AM,6:11 AM,7:04 PM,12,37,37,36,12,33,28,0.3,1007,42,10,213,9,Ahmedabad
26-04-2021,87.7,26-04-2021,49298,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1550,1750,1650,46,31,0,11.6,10,96,6:22 PM,5:35 AM,6:10 AM,7:05 PM,1,40,40,39,16,10,11,0,1006,46,10,196,10,Ahmedabad
27-04-2021,87.7,27-04-2021,49297,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1600,1800,1675,43,30,0,11.6,9,97,7:29 PM,6:16 AM,6:09 AM,7:05 PM,10,37,37,37,18,0,23,0,1006,43,10,285,14,Ahmedabad
28-04-2021,87.7,28-04-2021,60128,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1600,1705,1650,43,30,0,11.6,9,90,8:37 PM,7:02 AM,6:09 AM,7:06 PM,11,37,37,36,22,22,26,0,1008,43,10,280,16,Ahmedabad
29-04-2021,87.7,29-04-2021,,,,,,,,,,42,30,0,11.6,9,83,9:47 PM,7:52 AM,6:08 AM,7:06 PM,11,37,37,36,21,3,26,0,1007,42,10,284,16,Ahmedabad
30-04-2021,87.7,30-04-2021,,,,,,,,,,40,30,0,11.6,9,77,10:54 PM,8:47 AM,6:07 AM,7:07 PM,12,35,35,35,20,15,28,0,1007,40,10,277,15,Ahmedabad
01-05-2021,87.55,01-05-2021,20262,Anand,Borsad,Wheat,Other,FAQ,1450,1475,1475,40,30,0,11.6,9,70,11:56 PM,9:47 AM,6:06 AM,7:07 PM,13,35,35,35,16,21,29,0,1007,40,10,258,12,Ahmedabad
02-05-2021,87.55,02-05-2021,20238,Anand,Borsad,Wheat,Other,FAQ,1650,1700,1700,41,30,0,11.6,8,63,No moonrise,10:48 AM,6:06 AM,7:08 PM,11,35,35,35,16,33,25,0.5,1006,41,10,283,12,Ahmedabad
03-05-2021,87.55,03-05-2021,14257,Bhavnagar,Bhavnagar,Wheat,Local,FAQ,1795,1975,1885,39,30,0,11.6,9,56,12:52 AM,11:51 AM,6:05 AM,7:08 PM,11,34,34,34,17,7,26,0,1006,39,10,293,13,Ahmedabad
04-05-2021,87.55,04-05-2021,49311,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1600,1850,1675,40,30,0,11.6,9,50,1:41 AM,12:50 PM,6:05 AM,7:08 PM,11,34,34,34,22,11,27,0,1006,40,10,292,16,Ahmedabad
05-05-2021,87.55,05-05-2021,38511,Gandhinagar,Dehgam,Wheat,Other,FAQ,1620,1930,1775,40,29,0,11.6,9,43,2:23 AM,1:47 PM,6:04 AM,7:09 PM,13,35,35,35,20,2,32,0,1006,40,10,281,16,Ahmedabad
06-05-2021,87.55,06-05-2021,8854,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1470,1560,1515,41,30,0,11.6,9,36,3:01 AM,2:41 PM,6:03 AM,7:09 PM,14,36,36,35,21,4,30,0,1006,41,10,274,16,Ahmedabad
07-05-2021,87.55,07-05-2021,34262,Banaskanth,Deesa,Wheat,Other,FAQ,1625,1805,1700,41,30,0,11.6,9,29,3:36 AM,3:33 PM,6:03 AM,7:10 PM,14,36,36,35,19,12,31,0,1007,41,10,266,15,Ahmedabad
08-05-2021,87.55,08-05-2021,13911,Jamnagar,Bhanvad,Wheat,Lokwan,FAQ,1250,1450,1300,41,31,0,11.6,9,22,4:07 AM,4:23 PM,6:02 AM,7:10 PM,15,37,37,36,20,5,33,0,1006,41,10,282,15,Ahmedabad
09-05-2021,87.55,09-05-2021,,,,,,,,,,41,31,0,11.6,9,16,4:39 AM,5:14 PM,6:02 AM,7:11 PM,15,37,37,36,20,8,33,0,1005,41,10,278,15,Ahmedabad
10-05-2021,87.55,10-05-2021,34199,Banaskanth,Deesa,Wheat,Other,FAQ,1875,2160,2000,40,31,0,11.6,9,9,5:10 AM,6:03 PM,6:01 AM,7:11 PM,14,36,36,35,21,6,31,0,1005,40,10,271,16,Ahmedabad
11-05-2021,87.55,11-05-2021,,,,,,,,,,41,29,0,11.6,9,2,5:43 AM,6:54 PM,6:01 AM,7:12 PM,15,36,36,35,24,2,38,0,1004,41,10,254,19,Ahmedabad
12-05-2021,87.55,12-05-2021,,,,,,,,,,41,29,0,13.1,8,5,6:18 AM,7:47 PM,6:00 AM,7:12 PM,16,36,36,35,25,16,39,0.3,1003,41,10,253,20,Ahmedabad
13-05-2021,87.55,13-05-2021,38510,Gandhinagar,Dehgam,Wheat,Other,FAQ,1640,1955,1797,41,30,0,13.1,9,11,6:56 AM,8:39 PM,6:00 AM,7:13 PM,17,37,37,35,22,4,39,0,1002,41,10,244,17,Ahmedabad
14-05-2021,87.55,14-05-2021,41843,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1625,1750,1687,41,31,0,13.5,9,18,7:39 AM,9:33 PM,5:59 AM,7:13 PM,16,39,39,36,17,3,37,0,1001,41,10,249,14,Ahmedabad
15-05-2021,87.55,15-05-2021,41842,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1700,1850,1775,43,30,0,13.6,9,25,8:24 AM,10:25 PM,5:59 AM,7:14 PM,14,38,38,36,16,4,31,0,1000,43,10,284,12,Ahmedabad
16-05-2021,87.55,16-05-2021,,,,,,,,,,45,33,0,13.6,10,32,9:15 AM,11:16 PM,5:58 AM,7:14 PM,8,40,40,39,20,24,17,0,999,45,10,166,14,Ahmedabad
17-05-2021,87.55,17-05-2021,38507,Gandhinagar,Dehgam,Wheat,Other,FAQ,1675,1860,1767,38,31,0,8.5,8,38,10:09 AM,No moonset,5:58 AM,7:15 PM,19,37,37,34,22,73,45,9.2,1002,38,9,108,15,Ahmedabad
18-05-2021,87.55,18-05-2021,41840,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1700,1750,1725,35,27,0,8.5,7,45,11:05 AM,12:04 AM,5:57 AM,7:15 PM,21,34,34,30,37,71,60,7.1,1002,35,9,132,29,Ahmedabad
19-05-2021,87.55,19-05-2021,,,,,,,,,,31,24,0,8.5,6,52,12:03 PM,12:49 AM,5:57 AM,7:16 PM,21,29,29,27,43,85,74,15.9,999,31,8,250,32,Ahmedabad
20-05-2021,87.55,20-05-2021,38505,Gandhinagar,Dehgam,Wheat,Other,FAQ,1700,1880,1790,37,27,0,13.6,8,59,1:01 PM,1:31 AM,5:57 AM,7:16 PM,19,33,33,32,21,6,49,0,1005,37,10,248,15,Ahmedabad
21-05-2021,87.55,21-05-2021,53343,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1505,1690,1655,38,30,0,13.6,8,66,2:00 PM,2:10 AM,5:56 AM,7:16 PM,20,36,36,33,19,1,48,0,1005,38,10,218,15,Ahmedabad
22-05-2021,87.55,22-05-2021,26761,Dahod,Dahod,Wheat,Lokwan,FAQ,1900,2050,2000,37,30,0,13.6,8,72,3:00 PM,2:48 AM,5:56 AM,7:17 PM,21,36,36,33,20,6,52,0,1005,37,10,212,16,Ahmedabad
23-05-2021,87.55,23-05-2021,,,,,,,,,,38,30,0,13.6,8,79,4:01 PM,3:27 AM,5:56 AM,7:17 PM,19,36,36,34,19,14,47,0.4,1005,38,10,223,15,Ahmedabad
24-05-2021,87.55,24-05-2021,36437,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1500,1775,1750,38,30,0,13.6,9,86,5:05 PM,4:06 AM,5:55 AM,7:18 PM,19,37,37,34,18,7,45,0,1006,38,10,269,14,Ahmedabad
25-05-2021,87.55,25-05-2021,38502,Gandhinagar,Dehgam,Wheat,Other,FAQ,1675,1935,1805,39,30,0,13.6,9,93,6:12 PM,4:49 AM,5:55 AM,7:18 PM,17,37,37,35,22,3,39,0,1004,39,10,284,17,Ahmedabad
26-05-2021,87.55,26-05-2021,13929,Jamnagar,Bhanvad,Wheat,Lokwan,FAQ,1350,1500,1450,40,29,0,13.6,9,99,7:22 PM,5:37 AM,5:55 AM,7:19 PM,20,37,37,34,26,2,47,0,1002,40,10,259,21,Ahmedabad
27-05-2021,87.55,27-05-2021,8862,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1350,1605,1477,41,30,0,13.6,9,94,8:32 PM,6:29 AM,5:55 AM,7:19 PM,21,38,38,35,23,8,49,0,1002,41,10,231,18,Ahmedabad
28-05-2021,87.55,28-05-2021,11560,Mehsana,Becharaji,Wheat,Other,FAQ,1550,1805,1677,41,31,0,13.7,9,87,9:39 PM,7:28 AM,5:54 AM,7:20 PM,21,39,39,36,22,3,47,0,1003,41,10,213,18,Ahmedabad
29-05-2021,87.55,29-05-2021,41832,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1625,1850,1737,41,32,0,13.7,9,80,10:40 PM,8:31 AM,5:54 AM,7:20 PM,21,40,40,36,21,5,47,0,1004,41,10,221,17,Ahmedabad
30-05-2021,87.55,30-05-2021,,,,,,,,,,40,31,0,13.7,9,73,11:34 PM,9:36 AM,5:54 AM,7:21 PM,20,39,39,35,21,3,45,0,1004,40,10,223,17,Ahmedabad
31-05-2021,87.55,31-05-2021,2319,Amreli,Amreli,Wheat,Lokwan,FAQ,1350,1885,1635,40,29,0,13.7,9,67,No moonrise,10:39 AM,5:54 AM,7:21 PM,19,36,36,34,23,4,45,0,1003,40,10,222,19,Ahmedabad
01-06-2021,91.54,01-06-2021,17353,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1700,1950,1825,40,29,0,13.7,9,60,12:20 AM,11:39 AM,5:54 AM,7:21 PM,19,37,37,34,23,3,46,0,1003,40,10,223,19,Ahmedabad
02-06-2021,91.54,02-06-2021,13964,Jamnagar,Bhanvad,Wheat,Lokwan,FAQ,1450,1600,1550,40,31,0,13.7,8,53,1:01 AM,12:35 PM,5:54 AM,7:22 PM,19,37,37,35,21,11,43,0.1,1004,40,10,214,17,Ahmedabad
03-06-2021,91.54,03-06-2021,49333,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1650,1800,1735,38,31,0,10.9,8,46,1:37 AM,1:29 PM,5:54 AM,7:22 PM,20,38,38,34,20,60,49,9.8,1006,38,9,245,15,Ahmedabad
04-06-2021,91.54,04-06-2021,41858,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1600,1875,1737,38,31,0,13.3,8,40,2:10 AM,2:20 PM,5:54 AM,7:23 PM,18,36,36,34,16,38,42,5.8,1006,38,10,162,12,Ahmedabad
05-06-2021,91.54,05-06-2021,,,,,,,,,,40,30,0,13.7,9,33,2:41 AM,3:10 PM,5:53 AM,7:23 PM,18,37,37,35,22,15,43,0.1,1004,40,10,236,18,Ahmedabad
06-06-2021,91.54,06-06-2021,,,,,,,,,,39,31,0,13.3,9,26,3:13 AM,4:00 PM,5:53 AM,7:24 PM,19,37,37,34,22,32,44,2,1005,39,10,223,18,Ahmedabad
07-06-2021,91.54,07-06-2021,2234,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1570,2060,1680,38,30,0,13.3,7,19,3:45 AM,4:50 PM,5:53 AM,7:24 PM,20,37,37,33,24,49,47,1.6,1005,38,10,226,19,Ahmedabad
08-06-2021,91.54,08-06-2021,53282,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1605,1785,1750,38,31,0,13.3,7,13,4:19 AM,5:42 PM,5:53 AM,7:24 PM,20,37,37,34,21,47,45,0.4,1004,38,10,235,17,Ahmedabad
09-06-2021,91.54,09-06-2021,56150,Jamnagar,Dhrol,Wheat,Other,FAQ,1770,2070,1920,38,30,0,13.7,8,6,4:56 AM,6:34 PM,5:53 AM,7:25 PM,20,37,37,34,27,23,47,0,1003,38,10,244,22,Ahmedabad
10-06-2021,91.54,10-06-2021,53244,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1750,1980,1965,39,30,0,13.7,9,1,5:37 AM,7:28 PM,5:53 AM,7:25 PM,20,37,37,34,28,36,47,0,1001,39,10,235,23,Ahmedabad
11-06-2021,91.54,11-06-2021,,,,,,,,,,39,30,0,13.7,8,8,6:22 AM,8:21 PM,5:54 AM,7:25 PM,21,38,38,34,30,34,48,0,1000,39,10,231,24,Ahmedabad
12-06-2021,91.54,12-06-2021,17218,Sabarkantha,Bhiloda,Wheat,Other,FAQ,2000,2090,2045,40,31,0,13.3,9,15,7:11 AM,9:13 PM,5:54 AM,7:26 PM,21,39,39,35,26,41,49,0,1000,40,10,233,21,Ahmedabad
13-06-2021,91.54,13-06-2021,60124,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1640,1680,1660,40,31,0,13.7,9,21,8:04 AM,10:02 PM,5:54 AM,7:26 PM,22,40,40,35,24,43,48,0.1,1000,40,10,236,20,Ahmedabad
